session_id,at_ns,merchant_id,amount_paise,local_hour,label,anomalous,split
1000,1700055980000000000,2,49996,15,normal,0,test
1000,1700141420000000000,2,45084,15,normal,0,test
1000,1700138780000000000,6,50171,14,normal,0,test
1000,1700223260000000000,2,46831,14,normal,0,test
1000,1700309600000000000,6,42023,14,normal,0,test
1000,1700395700000000000,6,47341,13,normal,0,test
1000,1700486720000000000,2,41972,15,normal,0,test
1000,1700574740000000000,2,44052,15,normal,0,test
1000,1700653940000000000,2,42993,13,normal,0,test
1000,1700748500000000000,2,51987,15,normal,0,test
1000,1700742080000000000,6,48909,14,normal,0,test
1000,1700825360000000000,6,42918,13,normal,0,test
1000,1700917880000000000,2,51629,14,normal,0,test
1000,1700920040000000000,2,50061,15,normal,0,test
1000,1701000200000000000,6,46148,13,normal,0,test
1000,1700998640000000000,6,41276,13,normal,0,test
1000,1701093620000000000,6,46715,15,normal,0,test
1000,1701179300000000000,6,51229,15,normal,0,test
1000,1701256580000000000,6,46634,13,normal,0,test
1000,1701256940000000000,6,46028,13,normal,0,test
1000,1701343040000000000,2,49030,13,normal,0,test
1000,1701438620000000000,6,41417,15,normal,0,test
1000,1701524720000000000,6,47281,15,normal,0,test
1000,1701525620000000000,2,114276,15,legit: team order,0,test
1000,1701606380000000000,2,41222,14,normal,0,test
1000,1701612080000000000,2,41903,15,normal,0,test
1000,1701689420000000000,2,41410,13,normal,0,test
1001,1700050760000000000,6,28863,14,normal,0,test
1001,1700138900000000000,5,39161,14,normal,0,test
1001,1700220740000000000,5,36967,13,normal,0,test
1001,1700226620000000000,5,31454,14,normal,0,test
1001,1700307860000000000,5,32611,13,normal,0,test
1001,1700393540000000000,6,30260,13,normal,0,test
1001,1700483060000000000,5,32258,14,normal,0,test
1001,1700565200000000000,5,32195,13,normal,0,test
1001,1700653520000000000,5,28906,13,normal,0,test
1001,1700737760000000000,6,36927,12,normal,0,test
1001,1700824160000000000,5,35156,12,normal,0,test
1001,1700826680000000000,6,39725,13,normal,0,test
1001,1700907620000000000,5,39374,12,normal,0,test
1001,1701003620000000000,6,31164,14,normal,0,test
1001,1701081980000000000,6,36922,12,normal,0,test
1001,1701175100000000000,6,34315,14,normal,0,test
1001,1701255200000000000,5,32823,12,normal,0,test
1001,1701345860000000000,6,35357,13,normal,0,test
1001,1701346340000000000,6,37641,13,normal,0,test
1001,1701429500000000000,5,88304,13,legit: team order,0,test
1001,1701514940000000000,6,28392,12,normal,0,test
1001,1701513080000000000,6,36435,12,normal,0,test
1001,1701601400000000000,5,29403,12,normal,0,test
1001,1701690680000000000,5,38249,13,normal,0,test
1001,1701781460000000000,5,36354,14,normal,0,test
1002,1700045240000000000,4,57267,12,normal,0,test
1002,1700139080000000000,4,130682,14,legit: team order,0,test
1002,1700226740000000000,4,52318,14,normal,0,test
1002,1700307200000000000,4,49789,13,normal,0,test
1002,1700391260000000000,4,54570,12,normal,0,test
1002,1700481740000000000,2,54600,13,normal,0,test
1002,1700567000000000000,2,50882,13,normal,0,test
1002,1700658440000000000,4,58904,14,normal,0,test
1002,1700738900000000000,2,56344,13,normal,0,test
1002,1700734880000000000,4,50864,12,normal,0,test
1002,1700828960000000000,2,50241,14,normal,0,test
1002,1700912120000000000,4,53009,13,normal,0,test
1002,1701004160000000000,4,52928,14,normal,0,test
1002,1701085640000000000,4,51303,13,normal,0,test
1002,1701168260000000000,2,51841,12,normal,0,test
1002,1701175580000000000,2,60116,14,normal,0,test
1002,1701263240000000000,2,56538,14,legit: occasional merchant,0,test
1002,1701254420000000000,2,54611,12,normal,0,test
1002,1701345800000000000,4,58718,13,normal,0,test
1002,1701426740000000000,4,59681,12,normal,0,test
1002,1701519140000000000,4,54204,13,normal,0,test
1003,1700050340000000000,6,48596,13,normal,0,test
1003,1700136680000000000,6,52016,13,normal,0,test
1003,1700221880000000000,4,48781,13,normal,0,test
1003,1700306540000000000,6,51606,13,normal,0,test
1003,1700389220000000000,4,51855,12,normal,0,test
1003,1700476880000000000,4,46863,12,normal,0,test
1003,1700563640000000000,4,43691,12,normal,0,test
1003,1700649620000000000,4,53993,12,normal,0,test
1003,1700732780000000000,6,53557,11,normal,0,test
1003,1700832620000000000,6,45074,15,legit: late lunch,0,test
1003,1700913500000000000,6,52958,13,normal,0,test
1003,1700997440000000000,6,119008,13,legit: team order,0,test
1003,1700997740000000000,6,47432,13,normal,0,test
1003,1701080480000000000,4,51075,12,normal,0,test
1003,1701164240000000000,4,46947,11,normal,0,test
1003,1701254000000000000,6,43822,12,normal,0,test
1003,1701336380000000000,4,50042,11,normal,0,test
1003,1701424580000000000,6,53082,11,normal,0,test
1003,1701513080000000000,4,53517,12,normal,0,test
1003,1701566000000000000,6,49504,3,odd hour,1,test
1003,1701652400000000000,6,49504,3,odd hour,1,test
1004,1700052860000000000,2,30929,14,normal,0,test
1004,1700138060000000000,5,33394,14,normal,0,test
1004,1700223620000000000,2,32755,14,normal,0,test
1004,1700309180000000000,5,27296,13,normal,0,test
1004,1700311160000000000,5,27191,14,normal,0,test
1004,1700398040000000000,2,23918,14,normal,0,test
1004,1700485940000000000,2,31815,14,normal,0,test
1004,1700571920000000000,2,28139,14,normal,0,test
1004,1700661800000000000,2,32431,15,normal,0,test
1004,1700741780000000000,5,30111,14,normal,0,test
1004,1700748440000000000,2,22396,15,normal,0,test
1004,1700831780000000000,2,32880,15,normal,0,test
1004,1700910920000000000,5,25744,13,normal,0,test
1004,1700920220000000000,5,32112,15,normal,0,test
1004,1700998580000000000,5,31825,13,normal,0,test
1004,1701093380000000000,5,29327,15,normal,0,test
1004,1701170360000000000,5,31878,13,normal,0,test
1004,1701272960000000000,2,22415,17,legit: late lunch,0,test
1005,1700048000000000000,6,45599,13,normal,0,test
1005,1700128760000000000,6,45451,11,normal,0,test
1005,1700135600000000000,6,39985,13,normal,0,test
1005,1700212460000000000,6,50885,11,normal,0,test
1005,1700302700000000000,2,44795,12,normal,0,test
1005,1700315600000000000,4,41196,15,legit: occasional merchant,0,test
1005,1700389880000000000,6,47904,12,normal,0,test
1005,1700392280000000000,6,39427,12,normal,0,test
1005,1700480060000000000,6,43744,13,normal,0,test
1005,1700575880000000000,6,48219,15,legit: late lunch,0,test
1005,1700645180000000000,6,47517,11,normal,0,test
1005,1700738960000000000,6,40221,13,normal,0,test
1005,1700817680000000000,2,40381,11,normal,0,test
1005,1700914340000000000,6,47360,13,normal,0,test
1005,1700996000000000000,2,45807,12,normal,0,test
1005,1701092120000000000,2,46567,15,legit: late lunch,0,test
1005,1701165260000000000,2,49142,11,normal,0,test
1005,1701257300000000000,6,40772,13,normal,0,test
1005,1701343340000000000,6,48211,13,normal,0,test
1005,1701429260000000000,6,109974,13,legit: team order,0,test
1005,1701523700000000000,2,39859,15,legit: late lunch,0,test
1006,1700041160000000000,5,56432,11,normal,0,test
1006,1700134280000000000,5,58322,13,normal,0,test
1006,1700219060000000000,5,62282,12,normal,0,test
1006,1700216240000000000,5,54571,12,normal,0,test
1006,1700300840000000000,5,56234,11,normal,0,test
1006,1700393300000000000,5,60002,13,normal,0,test
1006,1700481020000000000,5,61070,13,normal,0,test
1006,1700561480000000000,5,62207,11,normal,0,test
1006,1700648660000000000,5,53883,12,normal,0,test
1006,1700746700000000000,5,55160,15,legit: late lunch,0,test
1006,1700747960000000000,5,57343,15,legit: late lunch,0,test
1006,1700818160000000000,5,52850,11,normal,0,test
1006,1700832680000000000,5,55367,15,legit: late lunch,0,test
1006,1700911700000000000,5,135278,13,legit: team order,0,test
1006,1700997680000000000,5,56915,13,normal,0,test
1006,1700999000000000000,5,55944,13,normal,0,test
1006,1701078140000000000,5,53758,11,normal,0,test
1006,1701164600000000000,5,57145,11,normal,0,test
1006,1701250400000000000,5,59511,11,normal,0,test
1006,1701337520000000000,5,62437,11,normal,0,test
1006,1701338660000000000,5,56665,11,normal,0,test
1007,1700056700000000000,3,41990,15,normal,0,test
1007,1700134820000000000,3,46590,13,normal,0,test
1007,1700227640000000000,5,47846,15,normal,0,test
1007,1700223560000000000,3,51764,14,normal,0,test
1007,1700307440000000000,5,41703,13,normal,0,test
1007,1700309540000000000,3,41891,13,normal,0,test
1007,1700398640000000000,5,43574,14,normal,0,test
1007,1700482520000000000,3,52707,14,normal,0,test
1007,1700573300000000000,3,49880,15,legit: occasional merchant,0,test
1007,1700652800000000000,3,47877,13,normal,0,test
1007,1700739440000000000,3,48989,13,normal,0,test
1007,1700741180000000000,3,50071,13,normal,0,test
1007,1700825000000000000,3,47890,13,normal,0,test
1007,1700921420000000000,5,42372,15,normal,0,test
1007,1701000020000000000,5,43447,13,normal,0,test
1007,1701085880000000000,3,50338,13,normal,0,test
1007,1701174200000000000,3,42644,14,normal,0,test
1007,1701263780000000000,3,46824,15,normal,0,test
1007,1701272600000000000,5,48455,17,legit: late lunch,0,test
1007,1701347300000000000,5,49029,14,normal,0,test
1007,1701351740000000000,5,50076,15,normal,0,test
1007,1701383600000000000,5,140742,14,spend spike,1,test
1007,1701384800000000000,5,187656,14,spend spike,1,test
1007,1701386000000000000,5,234570,14,spend spike,1,test
1008,1700056700000000000,3,60097,15,normal,0,test
1008,1700148320000000000,6,52136,17,legit: late lunch,0,test
1008,1700138060000000000,6,135242,14,legit: team order,0,test
1008,1700227640000000000,6,57668,15,normal,0,test
1008,1700308940000000000,6,59943,13,normal,0,test
1008,1700315360000000000,6,62480,15,normal,0,test
1008,1700401280000000000,6,55134,15,normal,0,test
1008,1700485460000000000,3,62625,14,normal,0,test
1008,1700487080000000000,3,135242,15,legit: team order,0,test
1008,1700566040000000000,5,60207,13,legit: occasional merchant,0,test
1008,1700659400000000000,6,57106,15,normal,0,test
1008,1700744900000000000,6,59292,14,normal,0,test
1008,1700739260000000000,6,56219,13,normal,0,test
1008,1700825060000000000,6,51891,13,normal,0,test
1008,1700912720000000000,6,53630,13,normal,0,test
1008,1701000980000000000,3,57860,14,normal,0,test
1008,1701085880000000000,3,63099,13,normal,0,test
1008,1701179720000000000,3,54378,15,normal,0,test
1008,1701262220000000000,6,53552,14,normal,0,test
1009,1700047460000000000,3,31777,13,normal,0,test
1009,1700044220000000000,3,30499,12,normal,0,test
1009,1700137160000000000,3,23623,14,normal,0,test
1009,1700220080000000000,3,30424,13,normal,0,test
1009,1700310680000000000,3,25903,14,normal,0,test
1009,1700390300000000000,3,22133,12,normal,0,test
1009,1700482700000000000,2,25895,14,legit: occasional merchant,0,test
1009,1700568560000000000,3,25902,13,normal,0,test
1009,1700655860000000000,3,29306,14,normal,0,test
1009,1700739620000000000,3,32824,13,normal,0,test
1009,1700825240000000000,3,22790,13,normal,0,test
1009,1700831180000000000,3,32439,14,normal,0,test
1009,1700912960000000000,3,24557,13,normal,0,test
1009,1700910920000000000,3,28952,13,normal,0,test
1009,1700999120000000000,3,31845,13,normal,0,test
1009,1700999540000000000,3,74856,13,legit: team order,0,test
1009,1701096380000000000,3,25933,16,legit: late lunch,0,test
1009,1701172640000000000,3,31389,13,normal,0,test
1009,1701257060000000000,3,22900,13,normal,0,test
1009,1701260000000000000,3,24255,14,normal,0,test
1009,1701348320000000000,3,26613,14,normal,0,test
1009,1701434240000000000,3,32157,14,normal,0,test
1009,1701521480000000000,3,31539,14,normal,0,test
1009,1701607880000000000,3,27630,14,normal,0,test
1010,1700055260000000000,4,34111,15,normal,0,test
1010,1700053100000000000,4,41094,14,normal,0,test
1010,1700135960000000000,4,33277,13,normal,0,test
1010,1700222600000000000,4,97276,13,legit: team order,0,test
1010,1700306420000000000,4,40270,13,normal,0,test
1010,1700392760000000000,4,35533,13,normal,0,test
1010,1700401400000000000,4,33978,15,normal,0,test
1010,1700481800000000000,4,37098,13,normal,0,test
1010,1700483660000000000,4,33605,14,normal,0,test
1010,1700571860000000000,4,38751,14,normal,0,test
1010,1700658200000000000,4,39275,14,normal,0,test
1010,1700744600000000000,4,42904,14,normal,0,test
1010,1700825120000000000,4,36014,13,normal,0,test
1010,1700911280000000000,4,38119,13,normal,0,test
1010,1701002300000000000,4,33726,14,normal,0,test
1010,1701093140000000000,4,33522,15,normal,0,test
1010,1701173600000000000,4,41899,14,normal,0,test
1010,1701266540000000000,4,33400,15,normal,0,test
1010,1701266240000000000,4,42346,15,normal,0,test
1010,1701348620000000000,4,38228,14,normal,0,test
1010,1701432080000000000,4,34575,13,normal,0,test
1010,1701446480000000000,4,37097,17,legit: late lunch,0,test
1010,1701522140000000000,4,33703,14,normal,0,test
1010,1701532220000000000,4,38014,17,legit: late lunch,0,test
1010,1701610220000000000,4,36473,15,normal,0,test
1010,1701641600000000000,55,77276,14,new merchant,1,test
1010,1701652400000000000,44,77276,14,new merchant,1,test
1010,1701663200000000000,47,77276,14,new merchant,1,test
1011,1700048780000000000,3,22442,13,normal,0,test
1011,1700134280000000000,3,22038,13,normal,0,test
1011,1700222300000000000,3,21676,13,normal,0,test
1011,1700306240000000000,6,74920,13,legit: team order,0,test
1011,1700393120000000000,3,28840,13,normal,0,test
1011,1700480780000000000,6,24171,13,normal,0,test
1011,1700568680000000000,6,30069,13,normal,0,test
1011,1700563760000000000,6,31792,12,normal,0,test
1011,1700654060000000000,6,28843,13,normal,0,test
1011,1700735840000000000,6,74920,12,legit: team order,0,test
1011,1700829500000000000,3,30327,14,normal,0,test
1011,1700829500000000000,3,31254,14,normal,0,test
1011,1700923820000000000,3,27383,16,legit: late lunch,0,test
1011,1701002180000000000,3,30479,14,normal,0,test
1011,1701081440000000000,3,30478,12,normal,0,test
